pathwayID,nbID
R-HSA-9664535,6
R-HSA-381119,93
R-HSA-72702,59
R-HSA-9856651,97
R-HSA-9629232,1
R-HSA-76009,38
R-HSA-9820965,30
R-HSA-8964058,11
R-HSA-9834899,17
R-HSA-5467340,14
R-HSA-5654696,19
R-HSA-2024096,19
R-HSA-69109,14
R-HSA-2466712,1
R-HSA-5619053,1
R-HSA-5083630,5
R-HSA-1474165,127
R-HSA-5340573,1
R-HSA-880009,3
R-HSA-9753512,3
R-HSA-72086,29
R-HSA-9768777,4
R-HSA-5654695,10
R-HSA-2173796,33
R-HSA-1799339,113
R-HSA-1168372,68
R-HSA-5683177,2
R-HSA-6791461,1
R-HSA-5651801,21
R-HSA-3311021,3
R-HSA-170670,14
R-HSA-389960,26
R-HSA-69895,4
R-HSA-9933946,19
R-HSA-9759785,2
R-HSA-9909615,84
R-HSA-5358752,15
R-HSA-913531,280
R-HSA-5601884,29
R-HSA-4755583,1
R-HSA-162909,131
R-HSA-9824443,186
R-HSA-75157,5
R-HSA-5619098,1
R-HSA-5083633,3
R-HSA-73728,31
R-HSA-9939291,12
R-HSA-69239,106
R-HSA-6803544,4
R-HSA-6806834,68
R-HSA-1433617,8
R-HSA-9012546,9
R-HSA-5619050,1
R-HSA-9694686,7
R-HSA-6811555,9
R-HSA-177135,6
R-HSA-5358751,15
R-HSA-5389840,88
R-HSA-428540,13
R-HSA-69541,44
R-HSA-9933947,17
R-HSA-8936459,64
R-HSA-163358,5
R-HSA-381426,124
R-HSA-168255,174
R-HSA-5083632,20
R-HSA-75158,8
R-HSA-5619099,3
R-HSA-9753510,3
R-HSA-446107,9
R-HSA-165181,5
R-HSA-428890,8
R-HSA-9018681,4
R-HSA-5654693,12
R-HSA-9758890,8
R-HSA-9702581,1
R-HSA-9759218,7
R-HSA-192814,5
R-HSA-749476,41
R-HSA-5696395,43
R-HSA-1296041,23
R-HSA-168256,2144
R-HSA-9831926,12
R-HSA-5693548,6
R-HSA-70921,9
R-HSA-2206285,1
R-HSA-176412,20
R-HSA-5617833,185
R-HSA-5619044,1
R-HSA-111458,11
R-HSA-2871809,49
R-HSA-5663213,36
R-HSA-427652,6
R-HSA-844615,3
R-HSA-156842,95
R-HSA-68689,8
R-HSA-9927354,6
R-HSA-139915,9
R-HSA-8941855,7
R-HSA-983231,140
R-HSA-8854521,2
R-HSA-350054,28
R-HSA-9735763,1
R-HSA-428542,10
R-HSA-69620,273
R-HSA-113418,33
R-HSA-193704,98
R-HSA-5659898,2
R-HSA-194068,44
R-HSA-5358747,15
R-HSA-8875555,11
R-HSA-9837092,4
R-HSA-5368286,88
R-HSA-5619045,1
R-HSA-195399,8
R-HSA-111457,7
R-HSA-212676,23
R-HSA-9020702,100
R-HSA-8952158,5
R-HSA-9833576,7
R-HSA-9820962,10
R-HSA-9012852,47
R-HSA-5545619,2
R-HSA-9683686,6
R-HSA-8943724,51
R-HSA-1839117,18
R-HSA-8941856,14
R-HSA-9733458,19
R-HSA-5696397,13
R-HSA-2029482,84
R-HSA-6791465,2
R-HSA-9768919,23
R-HSA-69091,14
R-HSA-9013700,11
R-HSA-71240,14
R-HSA-8866904,11
R-HSA-71288,10
R-HSA-5619042,1
R-HSA-9854909,4
R-HSA-5368287,113
R-HSA-113501,13
R-HSA-2029485,48
R-HSA-209822,10
R-HSA-204005,54
R-HSA-166166,105
R-HSA-9617828,17
R-HSA-9605310,2
R-HSA-392518,35
R-HSA-112303,5
R-HSA-6791462,1
R-HSA-3274531,1
R-HSA-5687613,10
R-HSA-352230,33
R-HSA-5696394,38
R-HSA-9646399,24
R-HSA-169893,15
R-HSA-5619043,1
R-HSA-442720,12
R-HSA-3000471,10
R-HSA-9911233,4
R-HSA-9955698,8
R-HSA-2206282,1
R-HSA-8935964,5
R-HSA-9820960,31
R-HSA-9022927,4
R-HSA-8986944,49
R-HSA-5625900,20
R-HSA-428543,8
R-HSA-392517,16
R-HSA-3238698,26
R-HSA-71064,12
R-HSA-5619048,1
R-HSA-448424,68
R-HSA-9931509,35
R-HSA-8866906,4
R-HSA-9953038,1
R-HSA-109704,16
R-HSA-9948299,145
R-HSA-5633007,161
R-HSA-9675136,41
R-HSA-379401,4
R-HSA-3560796,1
R-HSA-9683683,5
R-HSA-9793380,59
R-HSA-4551295,1
R-HSA-9026403,1
R-HSA-113507,9
R-HSA-2299718,44
R-HSA-3270619,13
R-HSA-174143,75
R-HSA-5619049,2
R-HSA-8866907,12
R-HSA-2979096,25
R-HSA-5633008,44
R-HSA-8868773,193
R-HSA-109703,2
R-HSA-165054,40
R-HSA-163841,61
R-HSA-5632681,8
R-HSA-622327,6
R-HSA-9656249,2
R-HSA-75205,13
R-HSA-9608290,2
R-HSA-175474,24
R-HSA-5660489,3
R-HSA-112308,7
R-HSA-983189,45
R-HSA-8866376,5
R-HSA-9755779,15
R-HSA-9022707,6
R-HSA-4839735,14
R-HSA-174362,7
R-HSA-426496,7
R-HSA-174495,15
R-HSA-9926550,12
R-HSA-418038,16
R-HSA-5619046,1
R-HSA-977347,11
R-HSA-6785807,110
R-HSA-112307,5
R-HSA-156711,16
R-HSA-8943723,9
R-HSA-199977,137
R-HSA-597592,1474
R-HSA-8953750,34
R-HSA-111459,6
R-HSA-2473224,4
R-HSA-9909620,3
R-HSA-182218,8
R-HSA-399721,29
R-HSA-9860927,29
R-HSA-877312,14
R-HSA-70171,79
R-HSA-163754,2
R-HSA-9706369,15
R-HSA-5358749,15
R-HSA-948021,168
R-HSA-2395516,3
R-HSA-5619047,1
R-HSA-209952,12
R-HSA-164516,7
R-HSA-202040,24
R-HSA-9675135,53
R-HSA-164952,29
R-HSA-9706019,10
R-HSA-210455,4
R-HSA-9755511,114
R-HSA-5357769,29
R-HSA-9034864,10
R-HSA-9958810,23
R-HSA-975163,15
R-HSA-8941858,45
R-HSA-1369062,18
R-HSA-4755579,1
R-HSA-400042,26
R-HSA-9930483,3
R-HSA-975956,96
R-HSA-5545483,2
R-HSA-75955,58
R-HSA-9937383,90
R-HSA-9818026,5
R-HSA-9702624,1
R-HSA-9839406,4
R-HSA-73863,31
R-HSA-9944997,5
R-HSA-4641257,42
R-HSA-9955298,38
R-HSA-3134973,5
R-HSA-68867,101
R-HSA-180910,44
R-HSA-68952,8
R-HSA-3769402,44
R-HSA-5576891,128
R-HSA-9612973,140
R-HSA-9954716,97
R-HSA-446728,282
R-HSA-69183,15
R-HSA-8941326,32
R-HSA-4720475,1
R-HSA-9824878,14
R-HSA-379716,24
R-HSA-9707564,59
R-HSA-112126,4
R-HSA-9840309,19
R-HSA-9818027,20
R-HSA-975957,117
R-HSA-6802957,71
R-HSA-168302,9
R-HSA-418346,88
R-HSA-4641258,44
R-HSA-9020265,3
R-HSA-1299287,1
R-HSA-9833482,62
R-HSA-9027604,2
R-HSA-8964539,15
R-HSA-77075,27
R-HSA-187024,5
R-HSA-9648002,22
R-HSA-3878781,3
R-HSA-5576890,9
R-HSA-937061,105
R-HSA-5368598,5
R-HSA-9603798,20
R-HSA-9932444,164
R-HSA-9772755,42
R-HSA-9975921,185
R-HSA-5654738,78
R-HSA-190239,14
R-HSA-390247,11
R-HSA-168303,9
R-HSA-9818028,8
R-HSA-174411,26
R-HSA-73776,48
R-HSA-388844,20
R-HSA-5576894,7
R-HSA-75953,48
R-HSA-933542,22
R-HSA-1430728,2212
R-HSA-5362768,43
R-HSA-936964,18
R-HSA-5578768,14
R-HSA-1169408,80
R-HSA-72312,210
R-HSA-389957,28
R-HSA-70268,51
R-HSA-201451,31
R-HSA-2470946,10
R-HSA-9907570,4
R-HSA-8875513,5
R-HSA-9917777,133
R-HSA-6802955,34
R-HSA-176417,6
R-HSA-9710421,41
R-HSA-390466,92
R-HSA-5576893,15
R-HSA-196819,5
R-HSA-933543,10
R-HSA-9645723,77
R-HSA-352238,3
R-HSA-9856649,63
R-HSA-9762114,42
R-HSA-9913635,10
R-HSA-5250971,4
R-HSA-75072,10
R-HSA-70221,15
R-HSA-9674555,30
R-HSA-167238,32
R-HSA-447043,7
R-HSA-72662,60
R-HSA-389958,33
R-HSA-5576892,32
R-HSA-9861559,6
R-HSA-190322,14
R-HSA-205025,6
R-HSA-9694516,316
R-HSA-982772,24
R-HSA-168305,1
R-HSA-1614517,6
R-HSA-9702620,1
R-HSA-9953078,1
R-HSA-9680350,31
R-HSA-168874,3
R-HSA-9918449,3
R-HSA-983712,179
R-HSA-611105,159
R-HSA-2691232,15
R-HSA-9645722,2
R-HSA-5654736,56
R-HSA-9857492,10
R-HSA-9864848,48
R-HSA-2206281,11
R-HSA-9665244,4
R-HSA-6794361,60
R-HSA-6794362,89
R-HSA-3322077,14
R-HSA-9969901,4
R-HSA-9930044,35
R-HSA-190236,97
R-HSA-9018519,113
R-HSA-418217,20
R-HSA-9663199,2
R-HSA-3371571,24
R-HSA-9662834,9
R-HSA-198203,9
R-HSA-6787450,11
R-HSA-6802953,8
R-HSA-9665245,4
R-HSA-420092,34
R-HSA-9717329,1
R-HSA-933541,26
R-HSA-111453,9
R-HSA-2024101,20
R-HSA-2206280,1
R-HSA-9673221,6
R-HSA-1462054,10
R-HSA-1237044,12
R-HSA-209776,22
R-HSA-69273,32
R-HSA-70263,26
R-HSA-139910,3
R-HSA-6802952,53
R-HSA-175567,9
R-HSA-5627117,19
R-HSA-8950505,37
R-HSA-397014,198
R-HSA-73772,59
R-HSA-6782861,6
R-HSA-9024446,42
R-HSA-196025,9
R-HSA-1227986,49
R-HSA-111452,2
R-HSA-9665246,4
R-HSA-8866423,5
R-HSA-111367,10
R-HSA-189200,21
R-HSA-2691230,15
R-HSA-9960519,5
R-HSA-1169091,53
R-HSA-380615,3
R-HSA-204174,15
R-HSA-74751,32
R-HSA-2129379,29
R-HSA-425561,11
R-HSA-450520,8
R-HSA-8941413,2
R-HSA-3134975,15
R-HSA-450302,15
R-HSA-881907,19
R-HSA-69052,77
R-HSA-5696398,108
R-HSA-1222387,11
R-HSA-1461957,39
R-HSA-2029481,36
R-HSA-1614603,2
R-HSA-9940465,6
R-HSA-9818025,3
R-HSA-8964315,18
R-HSA-191650,4
R-HSA-5656169,32
R-HSA-9912529,5
R-HSA-9665247,4
R-HSA-416476,220
R-HSA-5656121,17
R-HSA-8948751,56
R-HSA-442982,21
R-HSA-1169092,6
R-HSA-446199,7
R-HSA-3858516,2
R-HSA-9955693,1
R-HSA-5660883,2
R-HSA-70350,5
R-HSA-69186,20
R-HSA-210500,24
R-HSA-74752,60
R-HSA-5696399,84
R-HSA-9703648,17
R-HSA-2426168,43
R-HSA-159740,10
R-HSA-2029480,110
